DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
UL	1.49207	149	2	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.4923	149	2	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.49255	149	2	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49257	149	2	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.4928	149	2	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49284	149	2	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.49305	149	3	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49311	149	3	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.4933	149	3	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49334	149	3	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.49355	149	3	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49357	149	3	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.4938	149	3	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.49405	149	4	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49407	149	4	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.4943	149	4	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49434	149	4	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.49455	149	4	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49461	149	4	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.4948	149	4	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49484	149	4	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.49505	149	5	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49507	149	5	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.4953	149	5	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.49555	149	5	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49557	149	5	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.4958	149	5	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49584	149	5	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.49605	149	6	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49611	149	6	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.4963	149	6	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49634	149	6	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.49655	149	6	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49657	149	6	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.4968	149	6	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.49705	149	7	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49707	149	7	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.4973	149	7	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49734	149	7	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.49755	149	7	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49761	149	7	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.4978	149	7	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49784	149	7	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.49805	149	8	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49807	149	8	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.4983	149	8	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.49855	149	8	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49857	149	8	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.4988	149	8	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49884	149	8	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.49905	149	9	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49911	149	9	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.4993	149	9	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49934	149	9	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.49955	149	9	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.49957	149	9	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.4998	149	9	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.50005	150	0	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50007	150	0	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5003	150	0	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50034	150	0	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.50055	150	0	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50061	150	0	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5008	150	0	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50084	150	0	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.50105	150	1	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50107	150	1	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5013	150	1	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.50155	150	1	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50157	150	1	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5018	150	1	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50184	150	1	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.50205	150	2	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50211	150	2	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5023	150	2	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50234	150	2	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.50255	150	2	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50257	150	2	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5028	150	2	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.50305	150	3	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50307	150	3	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5033	150	3	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50334	150	3	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.50355	150	3	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50361	150	3	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5038	150	3	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50384	150	3	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.50405	150	4	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50407	150	4	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5043	150	4	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.50455	150	4	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50457	150	4	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5048	150	4	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50484	150	4	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.50505	150	5	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50511	150	5	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5053	150	5	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50534	150	5	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.50555	150	5	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50557	150	5	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5058	150	5	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.50605	150	6	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50607	150	6	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5063	150	6	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50634	150	6	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.50655	150	6	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50661	150	6	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5068	150	6	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50684	150	6	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.50705	150	7	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50707	150	7	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5073	150	7	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.50755	150	7	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50757	150	7	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5078	150	7	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50784	150	7	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.50805	150	8	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50811	150	8	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5083	150	8	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50834	150	8	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.50855	150	8	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50857	150	8	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5088	150	8	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.50905	150	9	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50907	150	9	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5093	150	9	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50934	150	9	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.50955	150	9	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50961	150	9	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5098	150	9	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.50984	150	9	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.51005	151	0	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51007	151	0	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5103	151	0	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.51055	151	0	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51057	151	0	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5108	151	0	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51084	151	0	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.51105	151	1	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51111	151	1	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5113	151	1	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51134	151	1	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.51155	151	1	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51157	151	1	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5118	151	1	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.51205	151	2	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51207	151	2	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5123	151	2	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51234	151	2	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.51255	151	2	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51261	151	2	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5128	151	2	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51284	151	2	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.51305	151	3	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51307	151	3	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5133	151	3	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.51355	151	3	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51357	151	3	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5138	151	3	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51384	151	3	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.51405	151	4	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51411	151	4	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5143	151	4	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51434	151	4	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.51455	151	4	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51457	151	4	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5148	151	4	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.51505	151	5	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51507	151	5	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5153	151	5	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51534	151	5	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.51555	151	5	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51561	151	5	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5158	151	5	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51584	151	5	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.51605	151	6	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51607	151	6	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5163	151	6	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.51655	151	6	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51657	151	6	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5168	151	6	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51684	151	6	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.51705	151	7	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51711	151	7	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5173	151	7	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51734	151	7	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.51755	151	7	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51757	151	7	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5178	151	7	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.51805	151	8	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51807	151	8	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5183	151	8	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51834	151	8	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.51855	151	8	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51861	151	8	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5188	151	8	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51884	151	8	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.51905	151	9	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51907	151	9	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5193	151	9	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.51955	151	9	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51957	151	9	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5198	151	9	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.51984	151	9	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.52005	152	0	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52011	152	0	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5203	152	0	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52034	152	0	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.52055	152	0	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52057	152	0	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5208	152	0	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.52105	152	1	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52107	152	1	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5213	152	1	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52134	152	1	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.52155	152	1	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52161	152	1	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5218	152	1	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52184	152	1	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.52205	152	2	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52207	152	2	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5223	152	2	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.52255	152	2	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52257	152	2	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5228	152	2	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52284	152	2	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.52305	152	3	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52311	152	3	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5233	152	3	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52334	152	3	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.52355	152	3	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52357	152	3	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5238	152	3	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.52405	152	4	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52407	152	4	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5243	152	4	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52434	152	4	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.52455	152	4	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52461	152	4	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5248	152	4	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52484	152	4	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.52505	152	5	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52507	152	5	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5253	152	5	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.52555	152	5	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52557	152	5	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5258	152	5	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52584	152	5	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.52605	152	6	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52611	152	6	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5263	152	6	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52634	152	6	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.52655	152	6	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52657	152	6	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5268	152	6	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.52705	152	7	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52707	152	7	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5273	152	7	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52734	152	7	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.52755	152	7	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52761	152	7	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5278	152	7	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52784	152	7	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.52805	152	8	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52807	152	8	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5283	152	8	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.52855	152	8	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52857	152	8	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5288	152	8	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52884	152	8	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.52905	152	9	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52911	152	9	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5293	152	9	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52934	152	9	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.52955	152	9	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.52957	152	9	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5298	152	9	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.53005	153	0	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53007	153	0	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5303	153	0	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53034	153	0	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.53055	153	0	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53061	153	0	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5308	153	0	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53084	153	0	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.53105	153	1	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53107	153	1	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5313	153	1	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.53155	153	1	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53157	153	1	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5318	153	1	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53184	153	1	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.53205	153	2	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53211	153	2	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5323	153	2	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53234	153	2	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.53255	153	2	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53257	153	2	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5328	153	2	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.53305	153	3	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53307	153	3	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5333	153	3	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53334	153	3	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.53355	153	3	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53361	153	3	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5338	153	3	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53384	153	3	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.53405	153	4	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53407	153	4	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5343	153	4	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.53455	153	4	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53457	153	4	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5348	153	4	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53484	153	4	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.53505	153	5	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53511	153	5	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5353	153	5	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53534	153	5	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.53555	153	5	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53557	153	5	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5358	153	5	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.53605	153	6	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53607	153	6	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5363	153	6	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53634	153	6	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.53655	153	6	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53661	153	6	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5368	153	6	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53684	153	6	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.53705	153	7	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53707	153	7	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5373	153	7	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.53755	153	7	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53757	153	7	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5378	153	7	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53784	153	7	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.53805	153	8	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53811	153	8	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5383	153	8	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53834	153	8	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.53855	153	8	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53857	153	8	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5388	153	8	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.53905	153	9	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53907	153	9	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.5393	153	9	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53934	153	9	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.53955	153	9	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53961	153	9	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.5398	153	9	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.53984	153	9	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.54005	154	0	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.54007	154	0	0	3	1	1	1	0	2104	28	0	256.54 	0	0
